52.302419,-0.693964
54.892473,-2.932931
53.4876815,-2.0961077
52.376491,1.108394
52.9225301,-1.4746186
51.5001754,-0.1332326
53.841963,-0.435093
52.6308859,1.297355
52.586214,-1.982919
53.5450645,-2.6325074
52.977869,-1.1685829
52.977869,-1.1685829
51.375801,-2.3599039
50.263195,-5.051041
52.486243,-1.890401
53.6097136,-2.1561
53.5450645,-2.6325074
53.689833,-1.6296949
53.683298,-1.505924
51.745734,-2.217758
50.6938479,-1.304734
52.240477,-0.902656
52.772099,-1.206166
52.977869,-1.1685829
51.256659,-2.185772
53.6097136,-2.1561
53.6097136,-2.1561
52.517664,-1.995159
52.041047,0.726706
53.002668,-2.179404
53.716344,-2.0987969
53.444858,-2.27829
52.772099,-1.206166
54.783504,-1.3516487
53.496115,-2.518727
53.72702,-1.85754
50.947822,-2.5144829
54.549699,-3.589233
54.8591161,-1.5740888
53.748575,-2.487529
52.240477,-0.902656
51.74873,-3.381646
52.0629009,-1.339775
53.867795,-1.912358
53.683298,-1.505924
51.5517059,-0.1588255
53.4875235,-2.2901264
53.683298,-1.505924
52.8140281,-1.6371359
52.6368778,-1.1397592
53.7008264,-2.3261002
54.825544,-3.161231
54.8591161,-1.5740888
53.5933498,-2.2966054
51.5264898,-0.1078746
50.5511229,-4.141654
53.109152,-2.023393
53.689833,-1.6296949
53.645792,-1.7850351
53.689833,-1.6296949
53.689833,-1.6296949
53.7892877,-2.2405035
54.77525,-1.584852
53.3692988,-1.4949862
53.3692988,-1.4949862
51.5218962,-0.1279597
53.4569161,-1.4933912
53.147195,-1.198674
52.6368778,-1.1397592
53.4807593,-2.2426305
52.240477,-0.902656
52.486243,-1.890401
50.3895895,-4.0592747
53.4876815,-2.0961077
52.0629009,-1.339775
52.772099,-1.206166
53.235048,-1.421629
53.4106316,-2.1575332
53.5450645,-2.6325074
53.645792,-1.7850351
51.5001754,-0.1332326
52.486243,-1.890401
53.795984,-1.759398
52.586973,-2.12882
53.795984,-1.759398
52.977869,-1.1685829
52.0629009,-1.339775
53.795984,-1.759398
53.645792,-1.7850351
51.4622015,-2.6180665
53.8007554,-1.5490774
53.147195,-1.198674
53.147195,-1.198674
51.825366,-3.019423
53.72702,-1.85754
53.4876815,-2.0961077
53.3785775,-1.9463389
53.689833,-1.6296949
53.4807593,-2.2426305
53.795984,-1.759398
52.6308859,1.297355
52.6368778,-1.1397592
53.444858,-2.27829
53.7456709,-0.3367413
53.452889,-2.63508
52.6368778,-1.1397592
52.772099,-1.206166
52.512255,-2.081112
53.7615511,-0.3445251
54.906869,-1.383801
52.6368778,-1.1397592
53.147195,-1.198674
51.461514,-2.1195157
53.4807593,-2.2426305
53.52282,-1.128462
53.683298,-1.505924
53.4876815,-2.0961077
54.892473,-2.932931
53.689833,-1.6296949
53.5933498,-2.2966054
53.8007554,-1.5490774
52.9547832,-1.1581086
53.4876815,-2.0961077
51.461514,-2.1195157
50.3813777,-4.1598842
53.795984,-1.759398
51.4740846,-0.0930137
51.4571477,-0.1230681
54.892473,-2.932931
53.645792,-1.7850351
52.766404,-0.887126
53.4569161,-1.4933912
52.958263,-1.178487
52.9225301,-1.4746186
53.8007554,-1.5490774
53.4875235,-2.2901264
54.906869,-1.383801
54.046575,-2.8007399
52.7516798,0.4022963
53.002668,-2.179404
53.795984,-1.759398
51.745734,-2.217758
51.454513,-2.58791
54.892473,-2.932931
51.5264898,-0.1078746
50.3754565,-4.1426565
54.8591161,-1.5740888
53.4876815,-2.0961077
53.4569161,-1.4933912
51.992265,-2.15796
51.5148198,-0.0650534
53.5768647,-2.4282192
53.381129,-1.470085
54.892473,-2.932931
52.495981,-1.885272
53.002668,-2.179404
51.415059,-2.502526
54.972665,-2.1121439
52.958263,-1.178487
53.7892877,-2.2405035
52.240477,-0.902656
53.5450645,-2.6325074
54.663261,-3.367985
53.748575,-2.487529
52.0629009,-1.339775
53.72702,-1.85754
53.5933498,-2.2966054
53.72702,-1.85754
53.72702,-1.85754
52.6308859,1.297355
53.381129,-1.470085
53.444858,-2.27829
53.444858,-2.27829
53.7892877,-2.2405035
51.74873,-3.381646
51.74873,-3.381646
53.748575,-2.487529
51.74873,-3.381646
51.015344,-3.106849
53.795984,-1.759398
54.892473,-2.932931
53.653511,-2.632596
53.5768647,-2.4282192
52.6308859,1.297355
51.230751,-2.320096
52.486243,-1.890401
53.689833,-1.6296949
53.147195,-1.198674
53.4876815,-2.0961077
53.4876815,-2.0961077
53.5450645,-2.6325074
55.0175869,-1.4255818
50.3754565,-4.1426565
53.4106316,-2.1575332
53.748575,-2.487529
52.041047,0.726706
53.3692988,-1.4949862
52.586973,-2.12882
53.4876815,-2.0961077
53.748575,-2.487529
53.5768647,-2.4282192
53.795984,-1.759398
53.795984,-1.759398
52.6368778,-1.1397592
52.586973,-2.12882
53.381129,-1.470085
53.645792,-1.7850351
53.029997,-2.2161
53.763201,-2.70309
53.689833,-1.6296949
50.82253,-0.137163
50.82253,-0.137163
53.683298,-1.505924
53.5768647,-2.4282192
52.9547832,-1.1581086
50.263195,-5.051041
53.653511,-2.632596
53.3933102,-2.1266325
54.892473,-2.932931
52.0629009,-1.339775
51.5269736,-0.0667204
53.4876815,-2.0961077
51.370447,-2.137629
51.74873,-3.381646
51.52849,-0.084728
53.689833,-1.6296949
53.683298,-1.505924
51.5517059,-0.1588255
54.906869,-1.383801
51.745734,-2.217758
53.4083714,-2.9915726
52.977869,-1.1685829
53.72702,-1.85754
52.6308859,1.297355
52.6308859,1.297355
53.4876815,-2.0961077
53.4876815,-2.0961077
54.892473,-2.932931
52.520489,-1.465382
53.258663,-2.119287
53.3692988,-1.4949862
53.4106316,-2.1575332
53.683298,-1.505924
51.745734,-2.217758
52.9547832,-1.1581086
52.3792525,-1.5614704
52.243439,0.16144
52.977869,-1.1685829
52.977869,-1.1685829
53.5933498,-2.2966054
53.783524,-1.067189
53.0243899,-1.477616
53.4083714,-2.9915726
53.8007554,-1.5490774
54.906869,-1.383801
53.4876815,-2.0961077
53.4876815,-2.0961077
52.240477,-0.902656
53.4106316,-2.1575332
52.6368778,-1.1397592
52.9225301,-1.4746186
51.584151,-2.997664
52.486243,-1.890401
52.486243,-1.890401
54.892473,-2.932931
52.586973,-2.12882
51.731805,0.671448
53.5768647,-2.4282192
51.5123792,-0.0087975
53.645792,-1.7850351
53.381129,-1.470085
51.52849,-0.084728
53.689833,-1.6296949
52.056736,1.14822
53.029997,-2.2161
51.584151,-2.997664
51.584151,-2.997664
52.6308859,1.297355
53.4875235,-2.2901264
52.056736,1.14822
53.7456709,-0.3367413
55.0175869,-1.4255818
52.6308859,1.297355
53.381129,-1.470085
53.867795,-1.912358
54.999424,-1.427406
52.486243,-1.890401
53.4876815,-2.0961077
52.9225301,-1.4746186
53.444858,-2.27829
53.444858,-2.27829
53.795984,-1.759398
52.406822,-1.519693
51.825366,-3.019423
52.406822,-1.519693
52.517664,-1.995159
53.4106316,-2.1575332
52.8140281,-1.6371359
51.678768,-2.350518
53.645792,-1.7850351
52.9547832,-1.1581086
